,oid,c,sectionId,EP_1,EP_2
945,1,9,4973,4973,4973
946,1,1,4969,4969,4969
947,1,2,4972,4972,4972
948,1,3,4975,4975,4975
949,1,4,4970,4970,4970
950,1,5,4973,4973,4973
951,1,6,4976,4976,4976
952,1,7,4971,4971,4971
953,1,8,4876,4876,4876
954,1,9,4872,4872,4872
955,1,1,4875,4875,4875
956,1,2,4878,4878,4878
957,1,3,4873,4873,4873
958,1,4,4876,4876,4876
959,1,5,4879,4879,4879
960,1,6,4874,4874,4874
961,1,7,5078,5078,5078
962,1,8,5074,5074,5074
963,1,9,5077,5077,5077
964,1,1,5080,5080,5080
965,1,2,5075,5075,5075
966,1,3,5078,5078,5078
967,1,4,5081,5081,5081
968,1,5,5076,5076,5076
969,1,6,5380,5380,5380
970,1,7,5376,5376,5376
971,1,8,5379,5379,5379
972,1,9,5382,5382,5382
973,1,1,5377,5377,5377
974,1,2,5380,5380,5380
975,1,3,5383,5383,5383
976,1,4,5378,5378,5378
977,1,5,5782,5782,5782
978,1,6,5778,5778,5778
979,1,7,5781,5781,5781
980,1,8,5784,5784,5784
981,1,9,5779,5779,5779
982,1,1,5782,5782,5782
983,1,2,5785,5785,5785
984,1,3,5780,5780,5780
985,1,4,6082,6082,6082
986,1,5,6078,6078,6078
987,1,6,6081,6081,6081
988,1,7,6084,6084,6084
989,1,8,6079,6079,6079
990,1,9,6082,6082,6082
991,1,1,6085,6085,6085
992,1,2,6080,6080,6080
993,1,3,6282,6282,6282
994,1,4,6278,6278,6278
995,1,5,6281,6291,6281
996,1,6,6284,6284,6284
997,1,7,6279,6279,6279
998,1,8,6282,6282,6282
999,1,9,6285,6285,6285
1000,1,1,6280,6280,6280
1001,1,2,6282,6282,6282
1002,1,3,6278,6278,6278
1003,1,4,6281,6281,6281
1004,1,5,6284,6284,6284
1005,1,6,6279,6279,6279
1006,1,7,6282,6282,6282
1007,1,8,6285,6285,6285
1008,1,9,6280,6280,6280
1009,1,1,5982,5982,5982
1010,1,2,5978,5978,5978
1011,1,3,5981,5981,5981
1012,1,4,5984,5984,5984
1013,1,5,5979,5979,5979
1014,1,6,5982,5982,5982
1015,1,7,5985,5985,5985
1016,1,8,5980,5980,5980
1017,1,9,5583,5583,5583
1018,1,1,5579,5579,5579
1019,1,2,5582,5582,5582
1020,1,3,5585,5585,5585
1021,1,4,5580,5580,5580
1022,1,5,5583,5583,5583
1023,1,6,5586,5586,5586
1024,1,7,5581,5581,5581
1025,1,8,4684,4684,4684
1026,1,9,4680,4680,4680
1027,1,1,4683,4683,4683
1028,1,2,4686,4686,4686
1029,1,3,4681,4681,4681
1030,1,4,4684,4684,4684
1031,1,5,4687,4687,4687
1032,1,6,4682,4682,4682
1033,1,7,3785,3785,3785
1034,1,8,3781,3781,3781
1035,1,9,3784,3784,3784
1036,1,1,3787,3787,3787
1037,1,2,3782,3782,3782
1038,1,3,3785,3785,3785
1039,1,4,3788,3788,3788
1040,1,5,3783,3783,3783
1041,1,6,2787,2787,2787
1042,1,7,2783,2783,2783
1043,1,8,2786,2786,2786
1044,1,9,2789,2789,2789
1045,1,1,2784,2784,2784
1046,1,2,2787,2787,2787
1047,1,3,2790,2790,2790
1048,1,4,2785,2785,2785
1049,1,5,1988,1988,1988
1050,1,6,1984,1984,1984
1051,1,7,1987,1987,1987
1052,1,8,1990,1990,1990
1053,1,9,1985,1985,1985
1054,1,1,1988,1988,1988
1055,1,2,1991,2001,1991
1056,1,3,1986,1986,1986
1057,1,4,1389,1389,1389
1058,1,5,1385,1385,1385
1059,1,6,1388,1388,1388
1060,1,7,1391,1391,1391
1061,1,8,1386,1386,1386
1062,1,9,1389,1389,1389
1063,1,1,1392,1392,1392
1064,1,2,1387,1387,1387
1065,1,3,1090,1090,1090
1066,1,4,1086,1086,1086
1067,1,5,1089,1089,1089
1068,1,6,1092,1092,1092
1069,1,7,1087,1087,1087
1070,1,8,1090,1090,1090
1071,1,9,1093,1093,1093
1072,1,1,1088,1088,1088
1073,1,2,890,890,890
1074,1,3,886,886,886
1075,1,4,889,889,889
1076,1,5,892,892,892
1077,1,6,887,887,887
1078,1,7,890,890,890
1079,1,8,893,893,893
1080,1,9,888,888,888
1081,1,1,990,990,990
1082,1,2,986,986,986
1083,1,3,989,989,989
1084,1,4,992,992,992
1085,1,5,987,987,987
1086,1,6,990,990,990
1087,1,7,993,993,993
1088,1,8,988,988,988
1089,1,9,990,990,990
1090,1,1,986,986,986
1091,1,2,989,989,989
1092,1,3,992,992,992
1093,1,4,987,987,987
1094,1,5,990,990,990
1095,1,6,993,993,993
1096,1,7,988,988,988
1097,1,8,1788,1788,1788
1098,1,9,1784,1784,1784
1099,1,1,1787,1787,1787
1100,1,2,1790,1790,1790
1101,1,3,1785,1785,1785
1102,1,4,1788,1788,1788
1103,1,5,1791,1791,1791
1104,1,6,1786,1786,1786
1105,1,7,2287,2287,2287
1106,1,8,2283,2283,2283
1107,1,9,2286,2286,2286
1108,1,1,2289,2289,2289
1109,1,2,2284,2284,2284
1110,1,3,2287,2287,2287
1111,1,4,2290,2290,2290
1112,1,5,2285,2285,2285
1113,1,6,2987,2987,2987
1114,1,7,2983,2983,2983
1115,1,8,2986,2986,2986
1116,1,9,2989,2989,2989
1117,1,1,2984,2984,2984
1118,1,2,2987,2987,2987
1119,1,3,2990,2990,2990
1120,1,4,2985,2985,2985
1121,1,5,3788,3788,3788
1122,1,6,3784,3784,3784
1123,1,7,3787,3787,3787
1124,1,8,3790,3790,3790
1125,1,9,3785,3785,3785
1126,1,1,3788,3788,3788
1127,1,2,3791,3791,3791
1128,1,3,3786,3786,3786
1129,1,4,4591,4591,4591
1130,1,5,4587,4587,4587
1131,1,6,4590,4590,4590
1132,1,7,4593,4593,4593
1133,1,8,4588,4588,4588
1134,1,9,4591,4591,4591
1135,1,1,4594,4594,4594
1136,1,2,4589,4589,4589
1137,1,3,5194,5194,5194
1138,1,4,5190,5190,5190
1139,1,5,5193,5193,5193
1140,1,6,5196,5196,5196
1141,1,7,5191,5191,5191
1142,1,8,5194,5194,5194
1143,1,9,5197,5197,5197
1144,1,1,5192,5192,5192
1145,1,2,5194,5194,5194
1146,1,3,5190,5190,5190
1147,1,4,5193,5193,5193
1148,1,5,5196,5196,5196
1149,1,6,5191,5191,5191
1150,1,7,5194,5194,5194
1151,1,8,5197,5197,5197
1152,1,9,5192,5192,5192
1153,1,1,5899,5899,5899
1154,1,2,5895,5895,5895
1155,1,3,5898,5898,5898
1156,1,4,5901,5901,5901
1157,1,5,5896,5896,5896
1158,1,6,5899,5899,5899
1159,1,7,5902,5902,5902
1160,1,8,5897,5897,5897
1161,1,9,5898,5898,5898
1162,1,1,5894,5894,5894
1163,1,2,5897,5897,5897
1164,1,3,5900,5900,5900
1165,1,4,5895,5895,5895
1166,1,5,5898,5898,5898
1167,1,6,5901,5901,5901
1168,1,7,5896,5896,5896
1169,1,8,5798,5798,5798
1170,1,9,5794,5794,5794
1171,1,1,5797,5797,5797
1172,1,2,5800,5800,5800
1173,1,3,5795,5795,5795
1174,1,4,5798,5798,5798
1175,1,5,5801,5801,5801
1176,1,6,5796,5796,5796
1177,1,7,5798,5798,5798
1178,1,8,5794,5794,5794
1179,1,9,5797,5797,5797
1180,1,1,5800,5800,5800
1181,1,2,5795,5795,5795
1182,1,3,5798,5798,5798
1183,1,4,5801,5801,5801
1184,1,5,5796,5796,5796
1185,1,6,5798,5798,5798
1186,1,7,5794,5794,5794
1187,1,8,5797,5797,5797
1188,1,9,5800,5800,5800
1189,1,1,5795,5795,5795
1190,1,2,5798,5798,5798
1191,1,3,5801,5801,5801
1192,1,4,5796,5796,5796
1193,1,5,5798,5798,5798
1194,1,6,5794,5794,5794
1195,1,7,5797,5797,5797
1196,1,8,5800,5800,5800
1197,1,9,5795,5795,5795
1198,1,1,5798,5798,5798
1199,1,2,5801,5801,5801
1200,1,3,5796,5796,5796
1201,1,4,5798,5798,5798
1202,1,5,5794,5794,5794
1203,1,6,5797,5797,5797
1204,1,7,5800,5800,5800
1205,1,8,5795,5795,5795
1206,1,9,5798,5798,5798
1207,1,1,5801,5801,5801
1208,1,2,5796,5796,5796
1209,1,3,5798,5798,5798
1210,1,4,5794,5794,5794
1211,1,5,5797,5797,5797
1212,1,6,5800,5800,5800
1213,1,7,5795,5795,5795
1214,1,8,5798,5798,5798
1215,1,9,5801,5801,5801
1216,1,1,5796,5796,5796
1217,1,2,5798,5798,5798
1218,1,3,5794,5794,5794
1219,1,4,5797,5797,5797
1220,1,5,5800,5800,5800
1221,1,6,5795,5795,5795
1222,1,7,5798,5798,5798
1223,1,8,5801,5801,5801
1224,1,9,5796,5796,5796
1225,1,1,5798,5798,5798
1226,1,2,5794,5794,5794
1227,1,3,5797,5797,5797
1228,1,4,5800,5800,5800
1229,1,5,5795,5795,5795
1230,1,6,5798,5798,5798
1231,1,7,5801,5801,5801
1232,1,8,5796,5796,5796
1233,1,9,5698,5698,5698
1234,1,1,5694,5694,5694
1235,1,2,5697,5697,5697
1236,1,3,5700,5700,5700
1237,1,4,5695,5695,5695
1238,1,5,5698,5698,5698
1239,1,6,5701,5701,5701
1240,1,7,5696,5696,5696
1241,1,8,5598,5598,5598
1242,1,9,5594,5594,5594
1243,1,1,5597,5597,5597
1244,1,2,5600,5600,5600
1245,1,3,5595,5595,5595
1246,1,4,5598,5598,5598
1247,1,5,5601,5601,5601
1248,1,6,5596,5596,5602
1249,1,7,5596,5596,5603
1250,1,8,5596,5596,5596
1251,1,9,5596,5596,5596
